NCIt Subset Code	NCPDP Subset Preferred Term	NCIt Code	NCPDP Preferred Term	NCPDP Synonym	NCIt Preferred Term	NCI Definition
C89508	NCPDP StrengthForm Terminology	C91198	Vaginal Powder		Vaginal Powder Dosage Form	A powder composed of active and/or inert ingredient(s), intended for administration in or around the vagina.
C89508	NCPDP StrengthForm Terminology	C91199	Vaginal Ring		Vaginal Ring Dosage Form	A ring composed of active and/or inert ingredient(s), intended for administration in or around the vagina.
C89508	NCPDP StrengthForm Terminology	C91200	Vaginal Spray		Vaginal Spray Dosage Form	A spray composed of active and/or inert ingredient(s), intended for administration in or around the vagina.
C89508	NCPDP StrengthForm Terminology	C68990	Vaginal Suppository		Vaginal Suppository Dosage Form	A suppository intended for administration within the vagina.
C89508	NCPDP StrengthForm Terminology	C69049	Vaginal Tablet		Vaginal Tablet Dosage Form	A tablet intended for vaginal administration.
C89508	NCPDP StrengthForm Terminology	C43003	Wafer		Wafer Dosage Form	A solid composed of a thin slice of material that contain active and/or inert ingredient(s).
C89508	NCPDP StrengthForm Terminology	C64903	Wash		Wash Dosage Form	A solution or suspension composed of active and/or inert ingredient(s) and intended for administration as an irrigant and cleanser.
C89508	NCPDP StrengthForm Terminology	C78750	Wax		Wax Dosage Form	A semi-solid composed of lipids made up of hydrocarbons or esters of fatty acids; active and/or inert ingredient(s) are commonly suspended within the wax matrix layer.
C89508	NCPDP StrengthForm Terminology	C64910	Wound Stick		Wound Stick Dosage Form	A relatively long and often cylindrical solid composed of active and/or inert ingredient(s) intended for wound application.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C70518	Attocurie		Attocurie	A unit of radioactivity defined as 3.7E-8 atomic disintegrations or other nuclear transformations per second or one quintillionth of curie (10E-18 curie).
C89509	NCPDP StrengthUnitOfMeasure Terminology	C42562	Becquerel		Becquerel	A SI derived unit of activity of a radionuclide, equal to one nuclear disintegration or other nuclear transition from a particular energy state occurring in an amount of a radionuclide during one second-long time interval.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C70515	Centicurie		Centicurie	A unit of radioactivity defined as 3.7 E8 atomic disintegrations or other nuclear transformations per second. One centicurie is equal to 0.37 gigabecquerel.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C48466	Curie		Curie	A unit of radioactivity in the CGS system, defined as 3.7 E10 atomic disintegrations or other nuclear transformations per second. One curie is equal to 37 gigabecquerels.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C25301	Day		Day	The time for Earth to make a complete rotation on its axis; ordinarily divided into twenty-four hours, equal to 86 400 seconds. This also refers to a specific day.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C70514	Decicurie		Decicurie	A unit of radioactivity defined as 3.7 E9 atomic disintegrations or other nuclear transformations per second. One decicurie is equal to 3.7 gigabecquerels.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C70517	Femtocurie		Femtocurie	A unit of radioactivity defined as 3.7E-5 atomic disintegrations or other nuclear transformations per second or one quadrillionth of curie (10E-15 curie).
C89509	NCPDP StrengthUnitOfMeasure Terminology	C70513	Gigabecquerel		Gigabecquerel	A unit of radioactivity equal to 10E9 nuclear disintegrations or other nuclear transformations per second, or to 10E9 becquerels.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C48155	Gram		Gram	The metric unit of mass equal to one thousandth of a kilogram. One gram equals approximately 15.432 grains or 0.035 273 966 ounce.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C48579	International Unit	Unit	International Unit	The unitage assigned by the WHO to International Biological Standards - substances, classed as biological according to the criteria provided by WHO Expert Committee on Biological Standardization (e.g. hormones, enzymes, and vaccines), to enable the results of biological and immunological assay procedures to be expressed in the same way throughout the world. The definition of an international unit is generally arbitrary and technical, and has to be officially approved by the International Conference for Unification of Formulae.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C70511	Kilobecquerel		Kilobecquerel	A unit of radioactivity equal to 10E3 nuclear disintegrations or other nuclear transformations per second, or to 10E3 becquerels.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C28252	Kilogram		Kilogram	A basic SI unit of mass. It is defined as the mass of an international prototype in the form of a platinum-iridium cylinder kept at Sevres in France. A kilogram is equal to 1,000 grams and 2.204 622 6 pounds.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C48505	Liter		Liter	The non-SI unit of volume accepted for use with the SI. One liter is equal to cubic decimeter, or one thousandth of cubic meter, or 1000 cubic centimeters, or approximately 61.023 744 cubic inches.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C70512	Megabecquerel		Megabecquerel	A unit of radioactivity equal to 10E6 nuclear disintegrations or other nuclear transformations per second, or to 10E6 becquerels.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C42576	mg/ml	Kilogram per Cubic Meter	Kilogram per Cubic Meter	A SI derived unit of mass concentration defined as the concentration of one kilogram of a substance per unit volume of the mixture equal to one cubic meter, or the concentration of one milligram of a substance per unit volume of the mixture equal to one milliliter, or one gram of a substance per one liter of the mixture. It is also a unit of mass density (volumic mass) defined as the density of substance which mass equal to one milligram occupies the volume one milliliter.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C48507	Microcurie		Microcurie	A unit of radioactivity equal to one millionth of a curie or 37 kilobecquerels, and corresponding to a radioactivity of 37 000 atomic disintegrations per second.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C48152	Microgram		Microgram	A metric unit of mass equal to one millionth of a gram or one thousandth of a milligram.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C71205	Microgram per Day		Microgram per Day	A unit of mass flow rate equivalent to the rate at which one millionth of a gram of matter crosses a given surface or is delivered to a given object or space over a period of time equal to twenty four hours. Microgram per 24 hours is also a dose administration rate unit equal to the rate at which one millionth of a gram of a product is administered per unit of time equal to twenty four hours.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C91132	Microgram per Fifteen Milliliters		Microgram per Fifteen Milliliters	The quantity of micrograms in a volume of fifteen milliliters of a substance.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C67394	Microgram per Hour		Microgram per Hour	A unit of mass flow rate equivalent to the rate at which one millionth of a gram of matter crosses a given surface or is delivered to a given object or space over a period of time equal to one hour.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C64572	Microgram per Milliliter		Microgram per Milliliter	A metric unit of mass concentration defined as the concentration of one gram of a substance per unit volume of the mixture equal to one cubic meter. The concept also refers to the metric unit of mass density (volumic mass) defined as the density of a substance which mass equal to one gram occupies the volume of one cubic meter.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C91135	Microgram per Three Days		Microgram per Three Days	The quantity of micrograms prescribed or delivered in three days.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C48511	Millicurie		Millicurie	A unit of radioactivity equal to one thousandth of a curie or 37 megabecquerels, and corresponding to a radioactivity of 37 millions of atomic disintegrations per second.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C48512	Milliequivalent	mEq	Milliequivalent	A unit of relative amount of a substance equal to one thousandth of an equivalent weight.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C28253	Milligram		Milligram	A metric unit of mass equal to one thousandth of a gram or 1000 micrograms. One milligram equals approximately 0.015 432 grain or 35.274 x 10E-6 ounce.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C91131	Milligram per Five Milliliters		Milligram per Five Milliliters	The quantity of milligrams in a volume of five milliliters of a substance.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C28254	Milliliter		Milliliter	A unit of volume equal to one millionth (10E-6) of a cubic meter, one thousandth of a liter, one cubic centimeter, or 0.061023 7 cubic inch. A cubic centimeter is the CGS unit of volume.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C48513	Millimole		Millimole	A unit of amount of substance equal to 0.001 mole.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C67310	Million Units		Million Units	A quantity equivalent to one million units (10E6 units).
C89509	NCPDP StrengthUnitOfMeasure Terminology	C67352	Nanocurie		Nanocurie	A unit of radioactivity equal to one billionth of a curie or 37 becquerels, and corresponding to radioactivity of 37 atomic disintegrations per second.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C25613	Percentage		Percentage	A fraction or ratio with 100 understood as the denominator.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C70516	Picocurie		Picocurie	A unit of radioactivity defined as 0.037 atomic disintegrations or other nuclear transformations per second or one trillionth of curie (10E-12 curie). One picocurie is equal to 37 millibecquerels.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C44278	Unit		Unit	A single undivided thing occurring in the composition of something else.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C38046	Unspecified		Unspecified	Not stated explicitly or in detail.
C89509	NCPDP StrengthUnitOfMeasure Terminology	C70520	Yoctocurie		Yoctocurie	A unit of radioactivity defined as 3.7E-14 atomic disintegrations or other nuclear transformations per second or one septillionth of curie (10E-24 curie).
C89509	NCPDP StrengthUnitOfMeasure Terminology	C70519	Zeptocurie		Zeptocurie	A unit of radioactivity defined as 3.7E-11 atomic disintegrations or other nuclear transformations per second or one sextillionth of curie (10E-21 curie).
